yard_id,rake_type,rake_id,creation_date,bpc_categ,total_wagons,incoming_bpc,bpc_no,arrival_timestamp,dispatch_timestamp,exam_start_timestamp,exam_comp_timestamp,rake_event_id,ar_to_ex_st,ar_to_ex_st1,arrival_hour,arrival_day,arrival_weekday,arrival_shift,rakes_already_present,rakes_waiting_dispatch,same_type_rakes_present,rakes_already_present_before_exam_complete,time_since_last_dispatch,waited_due_to_previous_rake,time_since_creation_to_arrival,rake_density_score,arrival_date,total_exam_delay_yard_day,avg_delay_yard_day,delay_ratio_to_yard_avg,same_type_rakes_ratio,rush_factor,arrival_to_dispatch_gap,dispatch_wait_penalty_yardwise,prev_rake_arrival,prev_rake_gap_minutes
ADRA,BCN,UMB040823064844,2024-01-09,ETOE_EXAM,43,,50000621021,2024-01-09 04:30:00,2024-01-10 15:00:00,2024-01-10 14:17:00,2024-01-10 14:18:00,UMB040823064844_2024-01-09,2027.0,2027.0,4,2024-01-09,1,Night,1,0,1,1,735.0,1,270.0,2,2024-01-09,4877.0,2438.5,0.8309079729452756,0.5,43,2070.0,1,2024-01-08 08:10:00,1220.0
ADRA,MIXED,ADRA110124173423,2024-01-11,ETOE_EXAM,48,,50000621385,2024-01-09 18:45:00,2024-01-11 20:00:00,2024-01-11 18:15:00,2024-01-11 18:20:00,ADRA110124173423_2024-01-11,2850.0,2850.0,18,2024-01-09,1,Evening,1,0,0,1,630.0,1,-1755.0,1,2024-01-09,4877.0,2438.5,1.16827218692355,0.0,0,2955.0,1,2024-01-09 04:30:00,855.0
ADRA,BCN,TNPM190923023545,2024-01-10,ETOE_EXAM,43,,50000621196,2024-01-10 11:00:00,2024-01-11 06:00:00,2024-01-11 03:50:00,2024-01-11 03:55:00,TNPM190923023545_2024-01-10,1010.0,1010.0,11,2024-01-10,2,Morning,2,0,1,2,1605.0,1,660.0,3,2024-01-10,1010.0,1010.0,0.9990108803165184,0.3333333333333333,43,1140.0,0,2024-01-09 18:45:00,975.0
ADRA,BCN,TNPM040124103458,2024-01-11,ETOE_EXAM,43,,50000621551,2024-01-11 08:05:00,2024-01-12 09:00:00,2024-01-11 08:45:00,2024-01-11 12:20:00,TNPM040124103458_2024-01-11,40.0,40.0,8,2024-01-11,3,Morning,1,0,0,1,125.0,1,485.0,1,2024-01-11,40.0,40.0,0.975609756097561,0.0,0,1495.0,1,2024-01-10 11:00:00,1265.0
ADRA,BCN,TNPM021023192756,2024-01-12,ETOE_EXAM,43,,50000621877,2024-01-12 08:05:00,2024-01-13 10:30:00,2024-01-13 09:30:00,2024-01-13 09:35:00,TNPM021023192756_2024-01-12,1525.0,1525.0,8,2024-01-12,4,Morning,1,1,1,0,725.0,0,485.0,3,2024-01-12,1525.0,1525.0,0.9993446920052425,0.5,86,1585.0,1,2024-01-11 08:05:00,1440.0
ADRA,MIXED,ADRA130124040130,2024-01-13,ETOE_EXAM,9,,50000621841,2024-01-13 04:10:00,2024-01-13 06:00:00,2024-01-13 04:25:00,2024-01-13 05:20:00,ADRA130124040130_2024-01-13,15.0,15.0,4,2024-01-13,5,Night,1,0,0,1,1150.0,1,250.0,1,2024-01-13,533.0,266.5,0.0560747663551401,0.0,0,110.0,0,2024-01-12 08:05:00,1205.0
ADRA,MIXED,ADRA130124132638,2024-01-13,ETOE_EXAM,52,,50000621943,2024-01-13 04:17:00,2024-01-14 08:31:00,2024-01-13 12:55:00,2024-01-13 14:30:00,ADRA130124132638_2024-01-13,518.0,518.0,4,2024-01-13,5,Night,2,0,1,2,1157.0,1,257.0,3,2024-01-13,533.0,266.5,1.936448598130841,0.3333333333333333,52,1694.0,1,2024-01-13 04:10:00,7.0
ADRA,MIXED,ADRA150124202335,2024-01-15,ETOE_EXAM,39,,50000622661,2024-01-14 08:40:00,2024-01-15 23:00:00,2024-01-14 08:55:00,2024-01-14 11:30:00,ADRA150124202335_2024-01-15,15.0,15.0,8,2024-01-14,6,Morning,0,0,0,0,9.0,0,-920.0,0,2024-01-14,1275.0,425.0,0.0352112676056338,0.0,0,2300.0,1,2024-01-13 04:17:00,1703.0
ADRA,BCN,NGCT110923152938,2024-01-14,ETOE_EXAM,43,,50000622488,2024-01-14 13:10:00,2024-01-15 11:00:00,2024-01-15 09:35:00,2024-01-15 09:40:00,NGCT110923152938_2024-01-14,1225.0,1225.0,13,2024-01-14,6,Afternoon,1,1,0,0,279.0,0,790.0,2,2024-01-14,1275.0,425.0,2.875586854460094,0.0,43,1310.0,0,2024-01-14 08:40:00,270.0
ADRA,MIXED,ADRA140124165710,2024-01-14,ETOE_EXAM,38,,50000622317,2024-01-14 16:40:00,2024-01-14 21:55:00,2024-01-14 17:15:00,2024-01-14 17:20:00,ADRA140124165710_2024-01-14,35.0,35.0,16,2024-01-14,6,Afternoon,2,1,1,1,489.0,1,1000.0,4,2024-01-14,1275.0,425.0,0.0821596244131455,0.3333333333333333,76,315.0,0,2024-01-14 13:10:00,210.0
ADRA,BCN,BTE311223014723,2024-01-15,ETOE_EXAM,43,,50000622713,2024-01-15 08:15:00,2024-01-16 03:44:00,2024-01-15 10:35:00,2024-01-15 13:30:00,BTE311223014723_2024-01-15,140.0,140.0,8,2024-01-15,0,Morning,2,1,1,1,620.0,1,495.0,4,2024-01-15,1370.0,456.6666666666667,0.3058994901675164,0.3333333333333333,86,1169.0,0,2024-01-14 16:40:00,935.0
ADRA,BCN,GY060923054231,2024-01-15,ETOE_EXAM,43,,50000622788,2024-01-15 12:00:00,2024-01-16 10:00:00,2024-01-16 08:15:00,2024-01-16 08:20:00,GY060923054231_2024-01-15,1215.0,1215.0,12,2024-01-15,0,Afternoon,2,1,1,1,60.0,1,720.0,4,2024-01-15,1370.0,456.6666666666667,2.6547705753823743,0.3333333333333333,86,1320.0,0,2024-01-15 08:15:00,225.0
ADRA,MIXED,ADRA150124151806,2024-01-15,ETOE_EXAM,49,,50000622613,2024-01-15 12:50:00,2024-01-15 20:25:00,2024-01-15 13:05:00,2024-01-15 18:20:00,ADRA150124151806_2024-01-15,15.0,15.0,12,2024-01-15,0,Afternoon,3,1,1,2,110.0,1,770.0,5,2024-01-15,1370.0,456.6666666666667,0.032774945375091,0.25,98,455.0,0,2024-01-15 12:00:00,50.0
ADRA,BCN,DSN031223182733,2024-01-16,ETOE_EXAM,43,,50000623131,2024-01-16 08:10:00,2024-01-17 14:00:00,2024-01-17 12:05:00,2024-01-17 12:10:00,DSN031223182733_2024-01-16,1675.0,1675.0,8,2024-01-16,1,Morning,1,0,1,1,266.0,1,490.0,2,2024-01-16,1675.0,1675.0,0.9994033412887828,0.5,43,1790.0,1,2024-01-15 12:50:00,1160.0
ADRA,BCN,COA291123025026,2024-01-17,ETOE_EXAM,42,,50000623377,2024-01-17 06:30:00,2024-01-18 08:45:00,2024-01-18 07:00:00,2024-01-18 07:05:00,COA291123025026_2024-01-17,1470.0,1470.0,6,2024-01-17,2,Morning,1,0,1,1,1230.0,1,390.0,2,2024-01-17,1470.0,1470.0,0.9993201903467028,0.5,42,1575.0,1,2024-01-16 08:10:00,1340.0
ADRA,BCN,DSN 081222164800,2024-01-18,ETOE_EXAM,42,,50000623718,2024-01-18 08:00:00,2024-01-19 09:05:00,2024-01-18 08:40:00,2024-01-18 13:00:00,DSN 081222164800_2024-01-18,40.0,40.0,8,2024-01-18,3,Morning,1,1,1,0,1080.0,0,480.0,3,2024-01-18,40.0,40.0,0.975609756097561,0.5,84,1505.0,1,2024-01-17 06:30:00,1530.0
ADRA,BCN,NTST250922133904,2024-01-19,ETOE_EXAM,42,,50000624051,2024-01-19 02:10:00,2024-01-20 10:10:00,2024-01-20 08:10:00,2024-01-20 09:27:00,NTST250922133904_2024-01-19,1800.0,1800.0,2,2024-01-19,4,Night,1,1,1,0,1045.0,0,130.0,3,2024-01-19,1820.0,910.0,1.9758507135016463,0.5,84,1920.0,1,2024-01-18 08:00:00,1090.0
ADRA,MIXED,ADRA200124021626,2024-01-20,ETOE_EXAM,39,,50000623981,2024-01-19 13:50:00,2024-01-20 04:50:00,2024-01-19 14:10:00,2024-01-19 16:00:00,ADRA200124021626_2024-01-20,20.0,20.0,13,2024-01-19,4,Afternoon,1,0,0,1,285.0,1,-610.0,1,2024-01-19,1820.0,910.0,0.0219538968166849,0.0,0,900.0,0,2024-01-19 02:10:00,700.0
ADRA,BCN,BXG 010124010155,2024-01-20,ETOE_EXAM,41,,50000624300,2024-01-20 06:00:00,2024-01-21 05:05:00,2024-01-21 03:38:00,2024-01-21 03:40:00,BXG 010124010155_2024-01-20,1298.0,1298.0,6,2024-01-20,5,Morning,1,0,1,1,70.0,1,360.0,2,2024-01-20,3373.0,1124.3333333333333,1.153436018957346,0.5,41,1385.0,0,2024-01-19 13:50:00,970.0
ADRA,MIXED,ADRA200124163403,2024-01-20,ETOE_EXAM,31,,60000006937,2024-01-20 18:40:00,2024-01-20 22:30:00,2024-01-20 19:30:00,2024-01-20 19:35:00,ADRA200124163403_2024-01-20,50.0,50.0,18,2024-01-20,5,Evening,1,0,0,1,510.0,1,1120.0,1,2024-01-20,3373.0,1124.3333333333333,0.044431279620853,0.0,0,230.0,0,2024-01-20 06:00:00,760.0
ADRA,BCN,BSL 020124151444,2024-01-21,ETOE_EXAM,43,,50000624697,2024-01-20 22:30:00,2024-01-22 10:00:00,2024-01-22 08:15:00,2024-01-22 08:20:00,BSL 020124151444_2024-01-21,2025.0,2025.0,22,2024-01-20,5,Evening,1,0,1,1,740.0,1,-90.0,2,2024-01-20,3373.0,1124.3333333333333,1.79946682464455,0.5,43,2130.0,1,2024-01-20 18:40:00,230.0
ADRA,BCN,TPGY071223083622,2024-01-22,ETOE_EXAM,43,,50000624939,2024-01-22 08:30:00,2024-01-23 02:40:00,2024-01-23 00:50:00,2024-01-23 01:25:00,TPGY071223083622_2024-01-22,980.0,980.0,8,2024-01-22,0,Morning,1,1,1,0,1645.0,0,510.0,3,2024-01-22,1000.0,500.0,1.9560878243512971,0.5,86,1090.0,0,2024-01-20 22:30:00,2040.0
ADRA,BRN,NPRY251223125924,2024-01-22,ETOE_EXAM,22,,60000006966,2024-01-22 14:20:00,2024-01-23 11:26:00,2024-01-22 14:40:00,2024-01-22 14:45:00,NPRY251223125924_2024-01-22,20.0,20.0,14,2024-01-22,0,Afternoon,1,0,0,1,260.0,1,860.0,1,2024-01-22,1000.0,500.0,0.0399201596806387,0.0,0,1266.0,0,2024-01-22 08:30:00,350.0
ADRA,BCN,BPB 011123090428,2024-01-24,ETOE_EXAM,43,,50000625647,2024-01-23 03:35:00,2024-01-25 10:00:00,2024-01-25 08:20:00,2024-01-25 09:13:00,BPB 011123090428_2024-01-24,3165.0,3165.0,3,2024-01-23,1,Night,1,1,0,0,55.0,0,-1225.0,2,2024-01-23,4594.0,1531.3333333333333,2.065477485316511,0.0,43,3265.0,1,2024-01-22 14:20:00,795.0
ADRA,BRN,ADRA230124073045,2024-01-23,ETOE_EXAM,43,,60000006977,2024-01-23 06:55:00,2024-01-23 08:10:00,2024-01-23 07:10:00,2024-01-23 07:56:00,ADRA230124073045_2024-01-23,15.0,15.0,6,2024-01-23,1,Morning,2,1,1,1,255.0,1,415.0,4,2024-01-23,4594.0,1531.3333333333333,0.0097889928214052,0.3333333333333333,86,75.0,0,2024-01-23 03:35:00,200.0
ADRA,MIXED,ADRA240124171547,2024-01-24,ETOE_EXAM,29,,50000625473,2024-01-23 18:41:00,2024-01-24 23:37:00,2024-01-24 18:15:00,2024-01-24 18:25:00,ADRA240124171547_2024-01-24,1414.0,1414.0,18,2024-01-23,1,Evening,1,0,0,1,435.0,1,-319.0,1,2024-01-23,4594.0,1531.3333333333333,0.922775723297803,0.0,0,1736.0,1,2024-01-23 06:55:00,706.0
ADRA,BCN,UMB 031223211427,2024-01-24,ETOE_EXAM,43,,50000625565,2024-01-24 06:00:00,2024-01-25 04:00:00,2024-01-25 01:20:00,2024-01-25 01:25:00,UMB 031223211427_2024-01-24,1160.0,1160.0,6,2024-01-24,2,Morning,2,0,1,2,1114.0,1,360.0,3,2024-01-24,1160.0,1160.0,0.9991386735572784,0.3333333333333333,43,1320.0,0,2024-01-23 18:41:00,679.0
ADRA,BCN,ERM 240423032417,2024-01-25,ETOE_EXAM,42,,50000625945,2024-01-25 08:30:00,2024-01-26 08:40:00,2024-01-25 10:10:00,2024-01-25 13:50:00,ERM 240423032417_2024-01-25,100.0,100.0,8,2024-01-25,3,Morning,1,0,1,1,270.0,1,510.0,2,2024-01-25,100.0,100.0,0.99009900990099,0.5,42,1450.0,1,2024-01-24 06:00:00,1590.0
ADRA,BCN,NPRY280223030353,2024-01-26,ETOE_EXAM,43,,50000626184,2024-01-26 03:50:00,2024-01-27 06:30:00,2024-01-26 08:55:00,2024-01-26 13:50:00,NPRY280223030353_2024-01-26,305.0,305.0,3,2024-01-26,4,Night,1,1,1,0,1070.0,0,230.0,3,2024-01-26,385.0,128.33333333333334,2.358247422680412,0.5,86,1600.0,1,2024-01-25 08:30:00,1160.0
ADRA,BOXN,ADRA260124115758,2024-01-26,ETOE_EXAM,11,,60000007046,2024-01-26 11:00:00,2024-01-26 13:00:00,2024-01-26 12:00:00,2024-01-26 12:06:00,ADRA260124115758_2024-01-26,60.0,60.0,11,2024-01-26,4,Morning,1,0,0,1,140.0,1,660.0,1,2024-01-26,385.0,128.33333333333334,0.4639175257731958,0.0,0,120.0,0,2024-01-26 03:50:00,430.0
ADRA,MIXED,ADRA260124141000,2024-01-26,ETOE_EXAM,53,,60000007049,2024-01-26 14:00:00,2024-01-26 17:00:00,2024-01-26 14:20:00,2024-01-26 14:25:00,ADRA260124141000_2024-01-26,20.0,20.0,14,2024-01-26,4,Afternoon,1,1,0,0,60.0,0,840.0,2,2024-01-26,385.0,128.33333333333334,0.1546391752577319,0.0,53,180.0,0,2024-01-26 11:00:00,180.0
ADRA,BCN,ED 231223011513,2024-01-27,ETOE_EXAM,43,,50000626589,2024-01-27 00:50:00,2024-01-28 10:30:00,2024-01-28 09:15:00,2024-01-28 09:20:00,ED 231223011513_2024-01-27,1945.0,1945.0,0,2024-01-27,5,Night,1,1,1,0,470.0,0,50.0,3,2024-01-27,1945.0,1945.0,0.999486125385406,0.5,86,2020.0,1,2024-01-26 14:00:00,650.0
ADRA,BCN,GY 071023182346,2024-01-28,ETOE_EXAM,43,,50000626906,2024-01-28 08:10:00,2024-01-29 11:45:00,2024-01-29 09:50:00,2024-01-29 09:55:00,GY 071023182346_2024-01-28,1540.0,1540.0,8,2024-01-28,6,Morning,1,0,1,1,1540.0,1,490.0,2,2024-01-28,1600.0,800.0,1.922596754057428,0.5,43,1655.0,1,2024-01-27 00:50:00,1880.0
ADRA,DEPT,ADRA280124120315,2024-01-28,ETOE_EXAM,5,,60000007083,2024-01-28 11:00:00,2024-01-28 13:00:00,2024-01-28 12:00:00,2024-01-28 12:05:00,ADRA280124120315_2024-01-28,60.0,60.0,11,2024-01-28,6,Morning,1,0,0,1,30.0,1,660.0,1,2024-01-28,1600.0,800.0,0.0749063670411985,0.0,0,120.0,0,2024-01-28 08:10:00,170.0
ADRA,BCN,TNPM041023081427,2024-01-29,ETOE_EXAM,42,,50000627200,2024-01-29 08:30:00,2024-01-30 09:35:00,2024-01-30 07:38:00,2024-01-30 07:40:00,TNPM041023081427_2024-01-29,1388.0,1388.0,8,2024-01-29,0,Morning,1,0,1,1,1170.0,1,510.0,2,2024-01-29,1445.0,722.5,1.91845196959226,0.5,42,1505.0,1,2024-01-28 11:00:00,1290.0
ADRA,MIXED,ADRA290124135229,2024-01-29,ETOE_EXAM,48,,60000007104,2024-01-29 12:00:00,2024-01-29 16:10:00,2024-01-29 12:57:00,2024-01-29 13:00:00,ADRA290124135229_2024-01-29,57.0,57.0,12,2024-01-29,0,Afternoon,1,0,0,1,15.0,1,720.0,1,2024-01-29,1445.0,722.5,0.0787836903939184,0.0,0,250.0,0,2024-01-29 08:30:00,210.0
ADRA,BCN,NPRY280223030353,2024-01-30,ETOE_EXAM,43,,50000627553,2024-01-30 09:25:00,2024-01-31 10:15:00,2024-01-31 08:55:00,2024-01-31 09:00:00,NPRY280223030353_2024-01-30,1410.0,1410.0,9,2024-01-30,1,Morning,1,1,1,0,1035.0,0,565.0,3,2024-01-30,1425.0,712.5,1.9761737911702872,0.5,86,1490.0,1,2024-01-29 12:00:00,1285.0
ADRA,MIXED,ADRA300124231752,2024-01-31,ETOE_EXAM,32,,60000007132,2024-01-30 23:10:00,2024-01-31 04:10:00,2024-01-30 23:25:00,2024-01-30 23:30:00,ADRA300124231752_2024-01-31,15.0,15.0,23,2024-01-30,1,Evening,1,0,0,1,815.0,1,-50.0,1,2024-01-30,1425.0,712.5,0.0210231254379817,0.0,0,300.0,0,2024-01-30 09:25:00,825.0
ADRA,BCN,ED 041123085500,2024-01-31,ETOE_EXAM,41,,50000627779,2024-01-31 08:30:00,2024-02-01 03:40:00,2024-02-01 01:10:00,2024-02-01 01:15:00,ED 041123085500_2024-01-31,1000.0,1000.0,8,2024-01-31,2,Morning,1,0,1,1,260.0,1,510.0,2,2024-01-31,2515.0,838.3333333333334,1.1914217633042097,0.5,41,1150.0,0,2024-01-30 23:10:00,560.0
ADRA,NG MIX Load,ADRA310124141113,2024-01-31,ETOE_EXAM,51,,60000007147,2024-01-31 13:00:00,2024-01-31 18:20:00,2024-01-31 13:50:00,2024-01-31 13:56:00,ADRA310124141113_2024-01-31,50.0,50.0,13,2024-01-31,2,Afternoon,1,0,0,1,165.0,1,780.0,1,2024-01-31,2515.0,838.3333333333334,0.0595710881652104,0.0,0,320.0,0,2024-01-31 08:30:00,270.0
ADRA,MIXED,ADRA010224192946,2024-02-01,ETOE_EXAM,45,,60000007176,2024-01-31 20:50:00,2024-02-01 22:55:00,2024-02-01 21:15:00,2024-02-01 21:20:00,ADRA010224192946_2024-02-01,1465.0,1465.0,20,2024-01-31,2,Evening,1,0,0,1,150.0,1,-190.0,1,2024-01-31,2515.0,838.3333333333334,1.7454328832406671,0.0,0,1565.0,1,2024-01-31 13:00:00,470.0
ADRA,BCNA,DD090823074607,2024-02-01,ETOE_EXAM,42,,50000628422,2024-02-01 08:30:00,2024-02-03 03:57:00,2024-02-01 08:55:00,2024-02-01 12:30:00,DD090823074607_2024-02-01,25.0,25.0,8,2024-02-01,3,Morning,1,0,0,1,290.0,1,510.0,1,2024-02-01,25.0,25.0,0.9615384615384616,0.0,0,2607.0,1,2024-01-31 20:50:00,700.0
ADRA,MIXED,ADRA030224104423,2024-02-03,ETOE_EXAM,47,,50000628536,2024-02-03 10:55:00,2024-02-03 12:30:00,2024-02-03 11:19:00,2024-02-03 11:21:00,ADRA030224104423_2024-02-03,24.0,24.0,10,2024-02-03,5,Morning,0,0,0,0,418.0,0,655.0,0,2024-02-03,24.0,24.0,0.96,0.0,0,95.0,0,2024-02-01 08:30:00,3025.0
ADRA,BCN,JTJ071223083900,2024-02-04,ETOE_EXAM,43,,50000629000,2024-02-04 08:40:00,2024-02-04 23:00:00,2024-02-04 21:50:00,2024-02-04 21:55:00,JTJ071223083900_2024-02-04,790.0,790.0,8,2024-02-04,6,Morning,0,0,0,0,1210.0,0,520.0,0,2024-02-04,3105.0,1552.5,0.5085291277759897,0.0,0,860.0,0,2024-02-03 10:55:00,1305.0
ADRA,BCN,GY 280923052924,2024-02-05,ETOE_EXAM,43,,50000629417,2024-02-04 14:30:00,2024-02-06 08:30:00,2024-02-06 05:05:00,2024-02-06 05:34:00,GY 280923052924_2024-02-05,2315.0,2315.0,14,2024-02-04,6,Afternoon,1,0,1,1,1560.0,1,-570.0,2,2024-02-04,3105.0,1552.5,1.490183456710653,0.5,43,2520.0,1,2024-02-04 08:40:00,350.0
ADRA,MIXED,ADRA060224184914,2024-02-06,ETOE_EXAM,45,,50000629640,2024-02-06 14:25:00,2024-02-06 21:30:00,2024-02-06 14:40:00,2024-02-06 16:30:00,ADRA060224184914_2024-02-06,15.0,15.0,14,2024-02-06,1,Afternoon,0,0,0,0,355.0,0,865.0,0,2024-02-06,2559.0,853.0,0.0175644028103044,0.0,0,425.0,0,2024-02-04 14:30:00,2875.0
ADRA,MIXED,ADRA060224152741,2024-02-06,ETOE_EXAM,39,,60000007276,2024-02-06 14:30:00,2024-02-06 17:00:00,2024-02-06 15:25:00,2024-02-06 15:27:00,ADRA060224152741_2024-02-06,55.0,55.0,14,2024-02-06,1,Afternoon,1,0,1,1,360.0,1,870.0,2,2024-02-06,2559.0,853.0,0.0644028103044496,0.5,39,150.0,0,2024-02-06 14:25:00,5.0
ADRA,BCN,GDN 301123183022,2024-02-07,ETOE_EXAM,43,,50000630102,2024-02-06 15:30:00,2024-02-08 11:00:00,2024-02-08 08:59:00,2024-02-08 09:00:00,GDN 301123183022_2024-02-07,2489.0,2489.0,15,2024-02-06,1,Afternoon,2,1,0,1,420.0,1,-510.0,3,2024-02-06,2559.0,853.0,2.914519906323185,0.0,43,2610.0,1,2024-02-06 14:30:00,60.0
ADRA,BCN,ORR 220823080738,2024-02-07,ETOE_EXAM,43,,50000629958,2024-02-07 12:00:00,2024-02-07 22:01:00,2024-02-07 21:22:00,2024-02-07 21:23:00,ORR 220823080738_2024-02-07,562.0,562.0,12,2024-02-07,2,Afternoon,1,0,1,1,870.0,1,720.0,2,2024-02-07,562.0,562.0,0.9982238010657194,0.5,43,601.0,0,2024-02-06 15:30:00,1230.0
ADRA,BOXN,ADRA080224103445,2024-02-08,ETOE_EXAM,13,,60000007316,2024-02-08 10:00:00,2024-02-08 12:00:00,2024-02-08 10:57:00,2024-02-08 11:00:00,ADRA080224103445_2024-02-08,57.0,57.0,10,2024-02-08,3,Morning,1,1,0,0,719.0,0,600.0,2,2024-02-08,1401.0,700.5,0.0812544547398431,0.0,13,120.0,0,2024-02-07 12:00:00,1320.0
ADRA,BCN,BEN 020823173655,2024-02-08,ETOE_EXAM,43,,50000630426,2024-02-08 10:30:00,2024-02-09 10:30:00,2024-02-09 08:54:00,2024-02-09 08:56:00,BEN 020823173655_2024-02-08,1344.0,1344.0,10,2024-02-08,3,Morning,2,1,1,1,749.0,1,630.0,4,2024-02-08,1401.0,700.5,1.9158945117605133,0.3333333333333333,86,1440.0,1,2024-02-08 10:00:00,30.0
ADRA,BCN,TNPM040822185231,2024-02-09,ETOE_EXAM,42,,50000630872,2024-02-09 08:50:00,2024-02-10 20:30:00,2024-02-10 17:20:00,2024-02-10 17:25:00,TNPM040822185231_2024-02-09,1950.0,1950.0,8,2024-02-09,4,Morning,1,0,1,1,1250.0,1,530.0,2,2024-02-09,1950.0,1950.0,0.9994874423372628,0.5,42,2140.0,1,2024-02-08 10:30:00,1340.0
ADRA,BCN,NHYD091023120442,2024-02-11,ETOE_EXAM,43,,50000631350,2024-02-10 15:45:00,2024-02-12 13:00:00,2024-02-12 11:00:00,2024-02-12 11:07:00,NHYD091023120442_2024-02-11,2595.0,2595.0,15,2024-02-10,5,Afternoon,1,0,1,1,1755.0,1,-495.0,2,2024-02-10,2595.0,2595.0,0.9996147919876732,0.5,43,2715.0,1,2024-02-09 08:50:00,1855.0
ADRA,BCN,BLPS270124112947,2024-02-11,ETOE_EXAM,40,,50000631463,2024-02-11 12:00:00,2024-02-12 20:35:00,2024-02-11 12:50:00,2024-02-11 15:40:00,BLPS270124112947_2024-02-11,50.0,50.0,12,2024-02-11,6,Afternoon,1,0,1,1,930.0,1,720.0,2,2024-02-11,720.0,360.0,0.1385041551246537,0.5,40,1955.0,1,2024-02-10 15:45:00,1215.0
ADRA,MIXED,ADRA110224180529,2024-02-11,ETOE_EXAM,28,,60000007385,2024-02-11 15:00:00,2024-02-12 03:10:00,2024-02-12 02:10:00,2024-02-12 02:15:00,ADRA110224180529_2024-02-11,670.0,670.0,15,2024-02-11,6,Afternoon,2,0,0,2,1110.0,1,900.0,2,2024-02-11,720.0,360.0,1.85595567867036,0.0,0,730.0,0,2024-02-11 12:00:00,180.0
ADRA,BCN,UMB 031223211427,2024-02-12,ETOE_EXAM,43,,50000631648,2024-02-12 10:00:00,2024-02-13 12:00:00,2024-02-13 10:20:00,2024-02-13 10:25:00,UMB 031223211427_2024-02-12,1460.0,1460.0,10,2024-02-12,0,Morning,2,1,2,1,410.0,1,600.0,5,2024-02-12,1460.0,1460.0,0.999315537303217,0.6666666666666666,129,1560.0,1,2024-02-11 15:00:00,1140.0
ADRA,MIXED,ADRA130224121239,2024-02-13,ETOE_EXAM,45,,60000007418,2024-02-13 11:30:00,2024-02-13 16:00:00,2024-02-13 12:00:00,2024-02-13 12:10:00,ADRA130224121239_2024-02-13,30.0,30.0,11,2024-02-13,1,Morning,1,1,0,0,895.0,0,690.0,2,2024-02-13,3535.0,1767.5,0.01696352841391,0.0,45,270.0,0,2024-02-12 10:00:00,1530.0
ADRA,BCN,STA 211123143835,2024-02-14,ETOE_EXAM,43,,50000632444,2024-02-13 15:10:00,2024-02-16 03:55:00,2024-02-16 01:35:00,2024-02-16 01:40:00,STA 211123143835_2024-02-14,3505.0,3505.0,15,2024-02-13,1,Afternoon,1,1,0,0,190.0,0,-530.0,2,2024-02-13,3535.0,1767.5,1.9819055696918293,0.0,43,3645.0,1,2024-02-13 11:30:00,220.0
ADRA,BCN,JTJ 161123014121,2024-02-15,ETOE_EXAM,42,,50000632619,2024-02-15 13:30:00,2024-02-16 16:00:00,2024-02-16 14:00:00,2024-02-16 14:05:00,JTJ 161123014121_2024-02-15,1470.0,1470.0,13,2024-02-15,3,Afternoon,1,0,1,1,2730.0,1,810.0,2,2024-02-15,1470.0,1470.0,0.9993201903467028,0.5,42,1590.0,1,2024-02-13 15:10:00,2780.0
ADRA,BCN,JTJ 131223020444,2024-02-17,ETOE_EXAM,43,,50000633070,2024-02-17 07:15:00,2024-02-18 05:00:00,2024-02-18 01:15:00,2024-02-18 01:40:00,JTJ 131223020444_2024-02-17,1080.0,1080.0,7,2024-02-17,5,Morning,0,0,0,0,915.0,0,435.0,0,2024-02-17,1565.0,521.6666666666666,2.066326530612245,0.0,0,1305.0,0,2024-02-15 13:30:00,2505.0
ADRA,MIXED,ADRA170224124753,2024-02-17,ETOE_EXAM,48,,50000632917,2024-02-17 12:00:00,2024-02-17 14:00:00,2024-02-17 12:30:00,2024-02-17 13:35:00,ADRA170224124753_2024-02-17,30.0,30.0,12,2024-02-17,5,Afternoon,1,0,0,1,1200.0,1,720.0,1,2024-02-17,1565.0,521.6666666666666,0.0573979591836734,0.0,0,120.0,0,2024-02-17 07:15:00,285.0
ADRA,MIXED,ADRA170224193105,2024-02-17,ETOE_EXAM,47,,60000007510,2024-02-17 12:15:00,2024-02-17 23:00:00,2024-02-17 19:50:00,2024-02-17 19:55:00,ADRA170224193105_2024-02-17,455.0,455.0,12,2024-02-17,5,Afternoon,2,0,1,2,1215.0,1,735.0,3,2024-02-17,1565.0,521.6666666666666,0.8705357142857143,0.3333333333333333,47,645.0,0,2024-02-17 12:00:00,15.0
ADRA,MIXED,ADRA190224132943,2024-02-19,ETOE_EXAM,47,,60000007542,2024-02-19 12:30:00,2024-02-19 19:00:00,2024-02-19 12:45:00,2024-02-19 12:50:00,ADRA190224132943_2024-02-19,15.0,15.0,12,2024-02-19,0,Afternoon,0,0,0,0,1890.0,0,750.0,0,2024-02-19,15.0,15.0,0.9375,0.0,0,390.0,0,2024-02-17 12:15:00,2895.0
ADRA,BCN,UMB031223211427,2024-02-20,ETOE_EXAM,43,,50000634043,2024-02-20 08:25:00,2024-02-21 12:26:00,2024-02-21 08:25:00,2024-02-21 08:30:00,UMB031223211427_2024-02-20,1440.0,1440.0,8,2024-02-20,1,Morning,0,0,0,0,805.0,0,505.0,0,2024-02-20,1855.0,927.5,1.5508885298869144,0.0,0,1681.0,1,2024-02-19 12:30:00,1195.0
